longitude,latitude,scrape_time
-5.52883,50.1175,2020-09-06T05:35:08Z
-5.52883,50.1175,2020-09-06T04:35:04Z
-5.52883,50.1175,2020-09-06T03:35:04Z
-5.52883,50.1175,2020-09-06T02:35:05Z
-5.52867,50.1175,2020-09-06T01:35:03Z
-5.52867,50.1175,2020-09-06T00:35:04Z
-5.52883,50.1175,2020-09-05T23:35:04Z
-5.52883,50.1175,2020-09-05T22:35:04Z
-5.52883,50.1175,2020-09-05T21:35:04Z
-5.52867,50.1175,2020-09-05T20:35:04Z
-5.52867,50.1175,2020-09-05T19:35:04Z
-5.52867,50.1175,2020-09-05T18:35:04Z
-5.5285,50.1175,2020-09-05T17:35:03Z
-5.5175,50.101,2020-09-05T16:35:04Z
-5.85517,49.986,2020-09-05T15:35:04Z
-6.32566,49.9218,2020-09-05T14:35:04Z
-6.32566,49.9218,2020-09-05T13:35:04Z
-6.32566,49.9218,2020-09-05T12:35:04Z
-6.32566,49.9218,2020-09-05T11:35:03Z
-6.32566,49.9218,2020-09-05T10:35:04Z
-6.026,49.9375,2020-09-05T09:35:03Z
-5.972,49.943,2020-09-05T08:35:05Z
-5.85583,49.9615,2020-09-05T07:35:04Z
-5.57583,50.0455,2020-09-05T06:35:04Z
-5.52883,50.1175,2020-09-05T05:35:04Z
-5.52883,50.1175,2020-09-05T04:35:04Z
-5.52883,50.1175,2020-09-05T03:35:03Z
-5.52883,50.1175,2020-09-05T02:35:04Z
-5.52883,50.1175,2020-09-05T01:35:03Z
-5.52883,50.1175,2020-09-05T00:35:03Z
-5.52883,50.1175,2020-09-04T23:35:04Z
-5.52867,50.1175,2020-09-04T22:35:04Z
-5.52883,50.1175,2020-09-04T21:35:04Z
-5.52883,50.1175,2020-09-04T20:35:04Z
-5.52883,50.1175,2020-09-04T19:35:04Z
-5.52883,50.1175,2020-09-04T18:35:04Z
-5.5285,50.1175,2020-09-04T17:35:03Z
-5.5285,50.06484,2020-09-04T16:35:04Z
-5.88633,49.9835,2020-09-04T15:35:03Z
-5.98152,49.95032,2020-09-04T14:35:04Z
-5.98152,49.95032,2020-09-04T13:35:04Z
-5.98152,49.95032,2020-09-04T12:35:04Z
-5.98152,49.95032,2020-09-04T11:35:03Z
-5.95383,49.9553,2020-09-04T10:35:03Z
-5.95383,49.9553,2020-09-04T09:35:04Z
-5.87417,49.9698,2020-09-04T08:35:03Z
-5.547,50.05466,2020-09-04T07:35:04Z
-5.52883,50.1175,2020-09-04T06:35:04Z
-5.52883,50.1175,2020-09-04T05:35:09Z
-5.52883,50.1175,2020-09-04T04:35:04Z
-5.52883,50.1175,2020-09-04T03:35:04Z
-5.52883,50.1175,2020-09-04T02:35:04Z
-5.52883,50.1175,2020-09-04T01:35:04Z
-5.52867,50.1175,2020-09-04T00:35:03Z
-5.52883,50.1175,2020-09-03T23:35:03Z
-5.52883,50.1175,2020-09-03T22:35:04Z
-5.52883,50.1175,2020-09-03T21:35:04Z
-5.52883,50.1175,2020-09-03T20:35:03Z
-5.52883,50.1175,2020-09-03T19:35:03Z
-5.52883,50.1175,2020-09-03T18:35:03Z
-5.52883,50.1175,2020-09-03T17:35:04Z
-5.5515,50.05367,2020-09-03T16:35:03Z
-6.3165,49.9182,2020-09-03T15:35:04Z
-6.3165,49.9182,2020-09-03T14:35:03Z
-6.3165,49.9182,2020-09-03T13:35:03Z
-6.13517,49.9292,2020-09-03T12:35:03Z
-6.13517,49.9292,2020-09-03T11:35:04Z
-6.13517,49.9292,2020-09-03T10:35:04Z
-6.13517,49.9292,2020-09-03T09:35:07Z
-5.87233,49.9705,2020-09-03T08:35:03Z
-5.62566,50.02467,2020-09-03T07:35:04Z
-5.52883,50.1175,2020-09-03T06:35:03Z
-5.52883,50.1175,2020-09-03T05:35:03Z
-5.52883,50.1175,2020-09-03T04:35:03Z
-5.52883,50.1175,2020-09-03T03:35:03Z
-5.52883,50.1175,2020-09-03T02:35:04Z
-5.52883,50.1175,2020-09-03T01:35:04Z
-5.52867,50.1175,2020-09-03T00:35:04Z
-5.52867,50.1175,2020-09-02T23:35:03Z
-5.52883,50.1175,2020-09-02T22:35:04Z
-5.52883,50.1175,2020-09-02T21:35:04Z
-5.52883,50.1175,2020-09-02T20:35:03Z
-5.52883,50.1175,2020-09-02T19:35:04Z
-5.52883,50.1175,2020-09-02T18:35:04Z
-5.52883,50.1175,2020-09-02T17:35:03Z
-5.51783,50.10566,2020-09-02T16:35:04Z
-5.85633,49.9817,2020-09-02T15:35:04Z
-6.3165,49.9182,2020-09-02T14:35:04Z
-6.3165,49.9182,2020-09-02T13:35:04Z
-6.3165,49.9182,2020-09-02T12:35:04Z
-6.3165,49.9182,2020-09-02T11:35:03Z
-6.31683,49.9215,2020-09-02T10:35:04Z
-6.31683,49.9215,2020-09-02T09:35:04Z
-5.96267,49.9527,2020-09-02T08:35:04Z
-5.66533,50.0165,2020-09-02T07:35:03Z
-5.52883,50.1175,2020-09-02T06:35:03Z
-5.52883,50.1175,2020-09-02T05:35:11Z
-5.52883,50.1175,2020-09-02T04:35:04Z
-5.52883,50.1175,2020-09-02T03:35:04Z
-5.52883,50.1175,2020-09-02T02:35:04Z
-5.52883,50.1175,2020-09-02T01:35:04Z
-5.52883,50.1175,2020-09-02T00:35:03Z
-5.52867,50.1175,2020-09-01T23:35:04Z
-5.52883,50.1175,2020-09-01T22:35:04Z
-5.52883,50.1175,2020-09-01T21:35:04Z
-5.52883,50.1175,2020-09-01T20:35:03Z
-5.52867,50.1175,2020-09-01T19:35:04Z
-5.52883,50.1175,2020-09-01T18:35:04Z
-5.52883,50.1175,2020-09-01T17:35:04Z
-5.54583,50.05933,2020-09-01T16:35:03Z
-6.016,49.9702,2020-09-01T15:35:03Z
-6.31651,49.91816,2020-09-01T14:35:03Z
-6.31651,49.91816,2020-09-01T13:35:03Z
-6.274,49.9035,2020-09-01T12:35:04Z
-6.274,49.9035,2020-09-01T11:35:04Z
-6.274,49.9035,2020-09-01T10:35:03Z
-6.274,49.9035,2020-09-01T09:35:03Z
-5.75217,50.0047,2020-09-01T08:35:04Z
-5.62067,50.02917,2020-09-01T07:35:04Z
-5.52883,50.1175,2020-09-01T06:35:03Z
-5.52883,50.1175,2020-09-01T05:35:04Z
-5.52883,50.1175,2020-09-01T04:35:04Z
-5.52883,50.1175,2020-09-01T03:35:04Z
-5.52883,50.1175,2020-09-01T02:35:04Z
-5.52883,50.1175,2020-09-01T01:35:05Z
-5.52883,50.1175,2020-09-01T00:35:04Z
-5.52867,50.1175,2020-08-31T23:35:04Z
-5.52867,50.1175,2020-08-31T22:35:04Z
-5.52883,50.1175,2020-08-31T21:35:04Z
-5.52867,50.1175,2020-08-31T20:35:04Z
-5.52867,50.1175,2020-08-31T19:35:04Z
-5.52883,50.1175,2020-08-31T18:35:04Z
-5.52883,50.1175,2020-08-31T17:35:04Z
-5.52017,50.116,2020-08-31T16:35:04Z
-5.80783,49.9842,2020-08-31T15:35:03Z
-6.31651,49.91816,2020-08-31T14:35:04Z
-6.31651,49.91816,2020-08-31T13:35:03Z
-6.32417,49.9048,2020-08-31T12:35:03Z
-6.32417,49.9048,2020-08-31T11:35:04Z
-6.32417,49.9048,2020-08-31T10:35:04Z
-5.84667,49.9843,2020-08-31T09:35:04Z
-5.84667,49.9843,2020-08-31T08:35:04Z
-5.593,50.029,2020-08-31T07:35:03Z
-5.52883,50.1175,2020-08-31T06:35:04Z
-5.52867,50.1175,2020-08-31T05:35:03Z
-5.52867,50.1175,2020-08-31T04:35:04Z
-5.52867,50.1175,2020-08-31T03:35:04Z
-5.52883,50.1175,2020-08-31T02:35:05Z
-5.52883,50.1175,2020-08-31T01:35:04Z
-5.52867,50.1175,2020-08-31T00:35:03Z
-5.52867,50.1175,2020-08-30T23:35:04Z
-5.52867,50.1175,2020-08-30T22:35:03Z
-5.52867,50.1175,2020-08-30T21:35:04Z
-5.52883,50.1175,2020-08-30T20:35:03Z
-5.52883,50.11767,2020-08-30T19:35:04Z
-5.52883,50.11767,2020-08-30T18:35:03Z
-5.52867,50.1175,2020-08-30T17:35:04Z
-5.52633,50.07734,2020-08-30T16:35:04Z
-5.8365,49.9902,2020-08-30T15:35:04Z
-5.8365,49.9902,2020-08-30T14:35:04Z
-5.8365,49.9902,2020-08-30T13:35:03Z
-5.8365,49.9902,2020-08-30T12:35:03Z
-5.8365,49.9902,2020-08-30T11:35:04Z
-5.8365,49.9902,2020-08-30T10:35:04Z
-5.8365,49.9902,2020-08-30T09:35:04Z
-5.8365,49.9902,2020-08-30T08:35:04Z
-5.57533,50.0392,2020-08-30T07:35:04Z
-5.52867,50.1175,2020-08-30T06:35:04Z
-5.5285,50.11767,2020-08-30T05:35:04Z
-5.5285,50.11767,2020-08-30T04:35:04Z
-5.5285,50.1175,2020-08-30T03:35:04Z
-5.52867,50.11767,2020-08-30T02:35:04Z
-5.52867,50.1175,2020-08-30T01:35:03Z
-5.5285,50.11767,2020-08-30T00:35:03Z
-5.52867,50.11767,2020-08-29T23:35:03Z
-5.52867,50.11767,2020-08-29T22:35:04Z
-5.52867,50.1175,2020-08-29T21:35:03Z
-5.52867,50.1175,2020-08-29T20:35:04Z
-5.52867,50.1175,2020-08-29T19:35:03Z
-5.52867,50.1175,2020-08-29T18:35:03Z
-5.5285,50.1175,2020-08-29T17:35:04Z
-5.5285,50.1175,2020-08-29T16:35:04Z
-5.5265,50.11816,2020-08-29T15:35:04Z
-5.78617,49.9942,2020-08-29T14:35:04Z
-6.24035,49.93467,2020-08-29T13:35:04Z
-6.24035,49.93467,2020-08-29T12:35:03Z
-5.83133,49.99,2020-08-29T11:35:04Z
-5.83133,49.99,2020-08-29T10:35:04Z
-5.83133,49.99,2020-08-29T09:35:04Z
-5.58567,50.0403,2020-08-29T08:35:03Z
-5.52883,50.1175,2020-08-29T07:35:03Z
-5.52883,50.1175,2020-08-29T06:35:03Z
-5.52883,50.1175,2020-08-29T05:35:04Z
-5.52883,50.1175,2020-08-29T04:35:03Z
-5.52883,50.1175,2020-08-29T03:35:04Z
-5.52883,50.1175,2020-08-29T02:35:04Z
-5.52883,50.1175,2020-08-29T01:35:03Z
-5.52883,50.1175,2020-08-29T00:35:03Z
-5.52883,50.1175,2020-08-28T23:35:04Z
-5.52883,50.1175,2020-08-28T22:35:03Z
-5.52883,50.1175,2020-08-28T21:35:04Z
-5.52883,50.1175,2020-08-28T20:35:03Z
-5.52883,50.1175,2020-08-28T19:35:03Z
-5.52883,50.1175,2020-08-28T18:35:04Z
-5.51867,50.11117,2020-08-28T17:35:04Z
-5.57167,50.04567,2020-08-28T16:35:04Z
-5.98183,49.97783,2020-08-28T15:35:04Z
-5.8455,49.9792,2020-08-28T14:35:04Z
-5.8455,49.9792,2020-08-28T13:35:03Z
-5.8455,49.9792,2020-08-28T12:35:04Z
-5.8455,49.9792,2020-08-28T11:35:04Z
-5.8455,49.9792,2020-08-28T10:35:03Z
-5.8455,49.9792,2020-08-28T09:35:04Z
-5.817,49.9825,2020-08-28T08:35:03Z
-5.53517,50.0485,2020-08-28T07:35:04Z
-5.52867,50.1175,2020-08-28T06:35:04Z
-5.52883,50.1175,2020-08-28T05:35:03Z
-5.52883,50.1175,2020-08-28T04:35:04Z
-5.52883,50.1175,2020-08-28T03:35:03Z
-5.52883,50.1175,2020-08-28T02:35:04Z
-5.52883,50.1175,2020-08-28T01:35:04Z
-5.52883,50.1175,2020-08-28T00:35:04Z
-5.52867,50.1175,2020-08-27T23:35:04Z
-5.52883,50.1175,2020-08-27T22:35:04Z
-5.52883,50.1175,2020-08-27T21:35:04Z
-5.52883,50.1175,2020-08-27T20:35:04Z
-5.52883,50.1175,2020-08-27T19:35:04Z
-5.52867,50.1175,2020-08-27T18:35:03Z
-5.52883,50.1175,2020-08-27T17:35:03Z
-5.61067,50.01883,2020-08-27T16:35:03Z
-5.97817,49.95583,2020-08-27T15:35:04Z
-6.3165,49.9182,2020-08-27T14:35:03Z
-6.3165,49.9182,2020-08-27T13:35:04Z
-6.3165,49.9182,2020-08-27T12:35:03Z
-6.3165,49.9182,2020-08-27T11:35:04Z
-6.3165,49.9182,2020-08-27T10:35:04Z
-6.10883,49.9493,2020-08-27T09:35:03Z
-5.88333,49.9803,2020-08-27T08:35:03Z
-5.56433,50.04067,2020-08-27T07:35:04Z
-5.52883,50.1175,2020-08-27T06:35:03Z
-5.52883,50.1175,2020-08-27T05:35:04Z
-5.52883,50.1175,2020-08-27T04:35:04Z
-5.52883,50.1175,2020-08-27T03:35:04Z
-5.52883,50.1175,2020-08-27T02:35:04Z
-5.52883,50.1175,2020-08-27T01:35:04Z
-5.52883,50.1175,2020-08-27T00:35:04Z
-5.52867,50.1175,2020-08-26T23:35:03Z
-5.52883,50.1175,2020-08-26T22:35:03Z
-5.52867,50.1175,2020-08-26T21:35:04Z
-5.52867,50.1175,2020-08-26T20:35:04Z
-5.52883,50.1175,2020-08-26T19:35:03Z
-5.52867,50.11767,2020-08-26T18:35:03Z
-5.52017,50.1005,2020-08-26T17:35:04Z
-5.58516,50.03766,2020-08-26T16:35:03Z
-6.02483,49.9485,2020-08-26T15:35:03Z
-6.31651,49.91816,2020-08-26T14:35:03Z
-6.3165,49.9182,2020-08-26T13:35:03Z
-6.3165,49.9182,2020-08-26T12:35:03Z
-6.3165,49.9182,2020-08-26T11:35:03Z
-6.31183,49.9347,2020-08-26T10:35:04Z
-5.87317,49.9817,2020-08-26T09:35:04Z
-5.79867,49.989,2020-08-26T08:35:04Z
-5.521,50.0735,2020-08-26T07:35:03Z
-5.52883,50.1175,2020-08-26T06:35:04Z
-5.52883,50.1175,2020-08-26T05:35:03Z
-5.52883,50.1175,2020-08-26T04:35:03Z
-5.52883,50.1175,2020-08-26T03:35:04Z
-5.52883,50.1175,2020-08-26T02:35:04Z
-5.52867,50.1175,2020-08-26T01:35:04Z
-5.52883,50.1175,2020-08-26T00:35:04Z
-5.52883,50.1175,2020-08-25T23:35:03Z
-5.52883,50.1175,2020-08-25T22:35:04Z
-5.52883,50.1175,2020-08-25T20:35:04Z
-5.5285,50.1175,2020-08-25T19:35:04Z
-5.53033,50.1195,2020-08-25T18:35:03Z
-5.53033,50.1193,2020-08-25T17:35:03Z
-5.53033,50.1195,2020-08-25T16:35:04Z
-5.53033,50.1195,2020-08-25T15:35:04Z
-5.53033,50.1195,2020-08-25T14:35:04Z
-5.53033,50.11934,2020-08-25T13:35:03Z
-5.53033,50.1195,2020-08-25T12:35:04Z
-5.53033,50.11934,2020-08-25T11:35:03Z
-5.53033,50.11934,2020-08-25T10:35:03Z
-5.53033,50.11934,2020-08-25T09:35:04Z
-5.53033,50.11934,2020-08-25T08:35:04Z
-5.53033,50.1195,2020-08-25T07:35:03Z
-5.53033,50.1193,2020-08-25T06:35:04Z
-5.53033,50.11934,2020-08-25T05:35:04Z
-5.53033,50.1195,2020-08-25T04:35:04Z
-5.53033,50.1195,2020-08-25T03:35:04Z
-5.53033,50.1195,2020-08-25T02:35:04Z
-5.53033,50.1195,2020-08-25T01:35:04Z
-5.53033,50.11934,2020-08-25T00:35:04Z
-5.53033,50.11934,2020-08-24T23:35:03Z
-5.53033,50.11934,2020-08-24T22:35:03Z
-5.53033,50.1195,2020-08-24T21:35:04Z
-5.53033,50.1195,2020-08-24T20:35:04Z
-5.53033,50.1195,2020-08-24T19:35:03Z
-5.53033,50.1195,2020-08-24T18:35:03Z
-5.52867,50.1175,2020-08-24T17:35:02Z
-5.6265,50.02767,2020-08-24T16:35:03Z
-5.97367,49.9555,2020-08-24T15:35:03Z
-6.2985,49.9398,2020-08-24T14:35:03Z
-6.2985,49.9398,2020-08-24T13:35:03Z
-6.2985,49.9398,2020-08-24T12:35:02Z
-6.2985,49.9398,2020-08-24T11:35:03Z
-6.2985,49.9398,2020-08-24T10:35:03Z
-5.99267,49.977,2020-08-24T09:35:03Z
-5.90383,49.9787,2020-08-24T08:35:03Z
-5.5995,50.03017,2020-08-24T07:35:03Z
-5.52883,50.1175,2020-08-24T06:35:03Z
-5.52883,50.1175,2020-08-24T05:35:03Z
-5.52883,50.1175,2020-08-24T04:35:05Z
-5.52883,50.1175,2020-08-24T03:35:02Z
-5.52883,50.1175,2020-08-24T02:35:03Z
-5.52883,50.1175,2020-08-24T01:35:03Z
-5.52867,50.1175,2020-08-24T00:35:03Z
-5.52883,50.1175,2020-08-23T23:35:03Z
-5.52883,50.1175,2020-08-23T22:35:03Z
-5.52883,50.1175,2020-08-23T21:35:03Z
-5.52883,50.1175,2020-08-23T20:35:03Z
-5.52883,50.1175,2020-08-23T19:35:03Z
-5.52883,50.1175,2020-08-23T18:35:04Z
-5.52883,50.1175,2020-08-23T17:35:03Z
-5.53467,50.06783,2020-08-23T16:35:03Z
-5.894,49.978,2020-08-23T15:35:04Z
-6.0475,49.936,2020-08-23T14:35:03Z
-6.0475,49.936,2020-08-23T13:35:03Z
-6.0475,49.936,2020-08-23T12:35:03Z
-6.0475,49.936,2020-08-23T11:35:04Z
-6.0475,49.936,2020-08-23T10:35:03Z
-6.0475,49.936,2020-08-23T09:35:03Z
-5.86817,49.9737,2020-08-23T08:35:04Z
-5.57217,50.03883,2020-08-23T07:35:03Z
-5.52883,50.1175,2020-08-23T06:35:03Z
-5.52883,50.1175,2020-08-23T05:35:04Z
-5.52883,50.1175,2020-08-23T04:35:03Z
-5.52883,50.1175,2020-08-23T03:35:04Z
-5.52883,50.1175,2020-08-23T02:35:04Z
-5.52883,50.1175,2020-08-23T01:35:04Z
-5.52883,50.1175,2020-08-23T00:35:03Z
-5.52883,50.1175,2020-08-22T23:35:03Z
-5.52867,50.1175,2020-08-22T22:35:03Z
-5.52867,50.1175,2020-08-22T21:35:03Z
-5.52867,50.1175,2020-08-22T20:35:03Z
-5.52867,50.1175,2020-08-22T19:35:03Z
-5.52867,50.1175,2020-08-22T18:35:03Z
-5.52883,50.1175,2020-08-22T17:35:03Z
-5.52867,50.1175,2020-08-22T16:35:03Z
-5.5285,50.1175,2020-08-22T15:35:03Z
-5.75167,50.0005,2020-08-22T14:35:03Z
-6.316,49.9195,2020-08-22T13:35:03Z
-6.3165,49.9182,2020-08-22T12:35:03Z
-6.10483,49.9388,2020-08-22T11:35:03Z
-5.9265,49.963,2020-08-22T10:35:04Z
-5.845,49.972,2020-08-22T09:35:03Z
-5.63167,50.02117,2020-08-22T08:35:03Z
-5.52883,50.1175,2020-08-22T07:35:03Z
-5.52883,50.1175,2020-08-22T06:35:03Z
-5.52867,50.1175,2020-08-22T05:35:03Z
-5.5305,50.1195,2020-08-22T04:35:03Z
-5.53033,50.11934,2020-08-22T03:35:03Z
-5.53033,50.11934,2020-08-22T02:35:03Z
-5.53033,50.1195,2020-08-22T01:35:03Z
-5.53033,50.1195,2020-08-22T00:35:04Z
-5.53033,50.1195,2020-08-21T23:35:02Z
-5.53033,50.11934,2020-08-21T22:35:03Z
-5.53033,50.1193,2020-08-21T21:35:03Z
-5.53033,50.1193,2020-08-21T20:35:03Z
-5.53033,50.1193,2020-08-21T19:35:03Z
-5.53033,50.1195,2020-08-21T18:35:03Z
-5.53033,50.1193,2020-08-21T17:35:03Z
-5.53033,50.1193,2020-08-21T16:35:04Z
-5.53033,50.1195,2020-08-21T15:35:03Z
-5.53033,50.11934,2020-08-21T14:35:03Z
-5.53033,50.11934,2020-08-21T13:35:03Z
-5.5305,50.11934,2020-08-21T12:35:03Z
-5.53033,50.1193,2020-08-21T11:35:03Z
-5.53033,50.1193,2020-08-21T10:35:03Z
-5.53033,50.1195,2020-08-21T09:35:04Z
-5.53033,50.1195,2020-08-21T08:35:03Z
-5.53033,50.11934,2020-08-21T07:35:03Z
-5.53033,50.1193,2020-08-21T06:35:03Z
-5.53033,50.11934,2020-08-21T05:35:03Z
-5.53033,50.11934,2020-08-21T04:35:03Z
-5.53033,50.11934,2020-08-21T03:35:04Z
-5.53033,50.1195,2020-08-21T02:35:04Z
-5.53033,50.11934,2020-08-21T01:35:03Z
-5.53033,50.11934,2020-08-21T00:35:02Z
-5.53033,50.11934,2020-08-20T23:35:03Z
-5.53033,50.1193,2020-08-20T22:35:03Z
-5.53033,50.11934,2020-08-20T21:35:02Z
-5.53033,50.1193,2020-08-20T19:35:03Z
-5.53033,50.1195,2020-08-20T18:35:02Z
-5.53033,50.11934,2020-08-20T17:35:03Z
-5.53033,50.1195,2020-08-20T16:35:03Z
-5.53033,50.1195,2020-08-20T15:35:03Z
-5.53033,50.11934,2020-08-20T14:35:03Z
-5.53033,50.11934,2020-08-20T13:35:03Z
-5.5305,50.11934,2020-08-20T12:35:03Z
-5.53033,50.1195,2020-08-20T11:35:04Z
-5.53033,50.11934,2020-08-20T10:35:03Z
-5.53033,50.1195,2020-08-20T09:35:02Z
-5.53033,50.1195,2020-08-20T08:35:03Z
-5.53033,50.1195,2020-08-20T07:35:03Z
-5.53033,50.11934,2020-08-20T06:35:03Z
-5.53033,50.11934,2020-08-20T05:35:03Z
-5.53033,50.1195,2020-08-20T04:35:03Z
-5.53033,50.11934,2020-08-20T03:35:03Z
-5.53033,50.1195,2020-08-20T02:35:03Z
-5.53033,50.1195,2020-08-20T01:35:03Z
-5.53033,50.1195,2020-08-20T00:35:04Z
-5.53033,50.1195,2020-08-19T23:35:03Z
-5.53033,50.1195,2020-08-19T22:35:03Z
-5.53033,50.1195,2020-08-19T21:35:03Z
-5.53033,50.1195,2020-08-19T20:35:03Z
-5.53033,50.11934,2020-08-19T19:35:03Z
-5.53033,50.11934,2020-08-19T18:35:04Z
-5.53033,50.11934,2020-08-19T17:35:03Z
-5.53,50.11867,2020-08-19T16:35:03Z
-5.75583,50.00433,2020-08-19T15:35:03Z
-6.131,49.951,2020-08-19T14:35:03Z
-6.31651,49.91816,2020-08-19T13:20:03Z
-6.29667,49.9,2020-08-19T12:20:03Z
-6.09433,49.924,2020-08-19T11:20:03Z
-6.09433,49.924,2020-08-19T10:20:03Z
-5.77933,49.9865,2020-08-19T09:20:03Z
-5.51833,50.081,2020-08-19T08:20:03Z
-5.52883,50.1175,2020-08-19T07:20:03Z
-5.52883,50.1175,2020-08-19T06:20:03Z
-5.52883,50.1175,2020-08-19T05:20:04Z
-5.52883,50.1175,2020-08-19T04:20:03Z
-5.52883,50.1175,2020-08-19T03:20:03Z
-5.52883,50.1175,2020-08-19T02:20:03Z
-5.52883,50.1175,2020-08-19T01:20:03Z
-5.52867,50.1175,2020-08-19T00:20:04Z
-5.52883,50.1175,2020-08-18T23:20:03Z
-5.52883,50.1175,2020-08-18T22:20:04Z
-5.52883,50.1175,2020-08-18T21:20:03Z
-5.52883,50.1175,2020-08-18T20:20:03Z
-5.52883,50.1175,2020-08-18T19:20:03Z
-5.52883,50.1175,2020-08-18T18:20:03Z
-5.5285,50.11767,2020-08-18T17:20:03Z
-5.59966,50.03117,2020-08-18T16:20:03Z
-5.7865,50.0018,2020-08-18T15:20:03Z
-5.7865,50.0018,2020-08-18T14:20:04Z
-5.7865,50.0018,2020-08-18T13:20:03Z
-5.7865,50.0018,2020-08-18T12:20:03Z
-5.7865,50.0018,2020-08-18T11:20:03Z
-5.7865,50.0018,2020-08-18T10:20:03Z
-5.7865,50.0018,2020-08-18T09:20:04Z
-5.718,50.01217,2020-08-18T08:20:03Z
-5.5235,50.0765,2020-08-18T07:20:03Z
-5.52883,50.1175,2020-08-18T06:20:03Z
-5.52883,50.1175,2020-08-18T05:20:03Z
-5.52883,50.1175,2020-08-18T04:20:03Z
-5.52883,50.1175,2020-08-18T03:20:03Z
-5.52883,50.1175,2020-08-18T02:20:04Z
-5.52883,50.1175,2020-08-18T01:20:03Z
-5.52883,50.1175,2020-08-18T00:20:04Z
-5.52883,50.1175,2020-08-17T23:20:03Z
-5.52883,50.1175,2020-08-17T22:20:02Z
-5.52883,50.1175,2020-08-17T21:20:03Z
-5.52883,50.1175,2020-08-17T20:20:03Z
-5.52883,50.1175,2020-08-17T19:20:03Z
-5.52883,50.1175,2020-08-17T18:20:03Z
-5.5285,50.11767,2020-08-17T17:20:03Z
-5.60117,50.02867,2020-08-17T16:20:02Z
-6.3165,49.9182,2020-08-17T15:20:03Z
-6.3165,49.9182,2020-08-17T14:20:03Z
-6.3165,49.9182,2020-08-17T13:20:03Z
-6.3165,49.9182,2020-08-17T12:20:03Z
-6.00533,49.9642,2020-08-17T11:20:03Z
-6.00533,49.9642,2020-08-17T10:20:03Z
-6.00533,49.9642,2020-08-17T09:20:03Z
-5.8345,49.9875,2020-08-17T08:20:03Z
-5.51667,50.09817,2020-08-17T07:20:03Z
-5.52883,50.1175,2020-08-17T06:20:03Z
-5.52883,50.1175,2020-08-17T05:20:03Z
-5.52883,50.1175,2020-08-17T04:20:07Z
-5.52883,50.1175,2020-08-17T03:20:03Z
-5.52867,50.1175,2020-08-17T02:20:03Z
-5.52867,50.1175,2020-08-17T01:20:03Z
-5.52867,50.1175,2020-08-17T00:20:03Z
-5.52883,50.1175,2020-08-16T23:20:03Z
-5.52867,50.1175,2020-08-16T22:20:04Z
-5.52867,50.1175,2020-08-16T21:20:03Z
-5.52883,50.1175,2020-08-16T20:20:03Z
-5.52867,50.1175,2020-08-16T19:20:03Z
-5.52883,50.1175,2020-08-16T18:20:04Z
-5.52883,50.1175,2020-08-16T17:20:03Z
-5.56933,50.04534,2020-08-16T16:20:03Z
-6.11316,49.9373,2020-08-16T15:20:02Z
-6.11316,49.9373,2020-08-16T14:20:03Z
-6.11316,49.9373,2020-08-16T13:20:03Z
-6.11316,49.9373,2020-08-16T12:20:03Z
-6.11316,49.9373,2020-08-16T11:20:03Z
-6.11316,49.9373,2020-08-16T10:20:03Z
-6.11316,49.9373,2020-08-16T09:20:03Z
-5.87183,49.9798,2020-08-16T08:20:03Z
-5.527,50.06983,2020-08-16T07:20:03Z
-5.52867,50.1175,2020-08-16T06:20:03Z
-5.52883,50.1175,2020-08-16T05:20:04Z
-5.52883,50.1175,2020-08-16T04:20:04Z
-5.52883,50.1175,2020-08-16T03:20:15Z
-5.52883,50.1175,2020-08-16T02:20:04Z
-5.52883,50.1175,2020-08-16T01:20:04Z
-5.52883,50.1175,2020-08-16T00:20:04Z
-5.52883,50.1175,2020-08-15T23:20:03Z
-5.52883,50.1175,2020-08-15T22:20:03Z
-5.52867,50.1175,2020-08-15T21:20:03Z
-5.52883,50.1175,2020-08-15T20:20:03Z
-5.52883,50.1175,2020-08-15T19:20:03Z
-5.52867,50.1175,2020-08-15T18:20:03Z
-5.52883,50.1175,2020-08-15T17:20:03Z
-5.52883,50.1175,2020-08-15T16:20:03Z
-5.61683,50.02734,2020-08-15T15:20:03Z
-5.80117,49.9955,2020-08-15T14:20:03Z
-5.80117,49.9955,2020-08-15T13:20:03Z
-5.80117,49.9955,2020-08-15T12:20:03Z
-5.80117,49.9955,2020-08-15T11:20:03Z
-5.80117,49.9955,2020-08-15T10:20:03Z
-5.80117,49.9955,2020-08-15T09:20:03Z
-5.80117,49.9955,2020-08-15T08:20:03Z
-5.519,50.09534,2020-08-15T07:20:04Z
-5.52883,50.1175,2020-08-15T06:20:04Z
-5.52883,50.1175,2020-08-15T05:20:03Z
-5.52883,50.1175,2020-08-15T04:20:04Z
-5.52883,50.1175,2020-08-15T03:20:04Z
-5.52867,50.1175,2020-08-15T02:20:03Z
-5.52867,50.1175,2020-08-15T00:20:03Z
-5.52883,50.1175,2020-08-14T23:20:04Z
-5.52883,50.1175,2020-08-14T22:20:03Z
-5.52883,50.1175,2020-08-14T21:20:03Z
-5.52883,50.1175,2020-08-14T20:20:04Z
-5.52867,50.1175,2020-08-14T19:20:04Z
-5.52867,50.1175,2020-08-14T18:20:04Z
-5.522,50.1175,2020-08-14T17:20:03Z
-5.63567,50.01783,2020-08-14T16:20:03Z
